,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액,날짜,이익,누적노출
21013,2019-07-17 17:40:00,20,100588,201806,"창녕 마늘양파듬뿍삼계탕 1kg, 6팩",농수축,39900,40724000,2019-07-17 00:00:00,40724000,60
21016,2019-07-17 18:40:00,20,100832,202444,청정수산 완도활전복 35미,농수축,59900,37887000,2019-07-17 00:00:00,37887000,60
21019,2019-07-17 19:30:00,30,100432,201345,무이자 하우홈 초고속 진공쿠킹블렌더,주방,209000,19625000,2019-07-17 00:00:00,19625000,60
21020,2019-07-17 19:30:00,30,100432,201347,일시불 하우홈 초고속 진공쿠킹블렌더,주방,199000,22147000,2019-07-17 00:00:00,22147000,60
21023,2019-07-17 20:40:00,20,100158,200562,시스마르스 보헤미안 소가죽 샌들+뮬 슬리퍼,잡화,39800,36028000,2019-07-17 00:00:00,36028000,60
21032,2019-07-17 21:40:00,20,100149,200539,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,가전,2209000,5452000,2019-07-17 00:00:00,5452000,60
21033,2019-07-17 21:40:00,20,100149,200471,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,가전,2299000,22540000,2019-07-17 00:00:00,22540000,60
21035,2019-07-17 21:40:00,20,100149,200474,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,가전,1989000,9772000,2019-07-17 00:00:00,9772000,60
21034,2019-07-17 21:40:00,20,100149,200542,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,가전,1899000,4715000,2019-07-17 00:00:00,4715000,60
21053,2019-07-17 22:40:00,20,100148,200435,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,9036000,2019-07-17 00:00:00,9036000,60
21057,2019-07-17 22:40:00,20,100148,200453,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,6116000,2019-07-17 00:00:00,6116000,60
21055,2019-07-17 22:40:00,20,100148,200444,무이자 LG 울트라HD TV 65UK6800HNC,가전,1920000,17365000,2019-07-17 00:00:00,17365000,60
21054,2019-07-17 22:40:00,20,100148,200511,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,22888000,2019-07-17 00:00:00,22888000,60
21058,2019-07-17 22:40:00,20,100148,200525,일시불 LG 울트라HD TV 75UK6200KNB,가전,2700000,12227000,2019-07-17 00:00:00,12227000,60
21052,2019-07-17 22:40:00,20,100148,200502,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,21598000,2019-07-17 00:00:00,21598000,60
21056,2019-07-17 22:40:00,20,100148,200520,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,10892000,2019-07-17 00:00:00,10892000,60
21059,2019-07-17 22:40:00,20,100148,200457,무이자 LG 울트라HD TV 75UK6200KNB,가전,2990000,6795000,2019-07-17 00:00:00,6795000,60
21066,2019-07-17 23:40:00,20,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,548000,26867000,2019-07-17 00:00:00,26867000,60
21068,2019-07-17 23:40:00,20,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,648000,24305000,2019-07-17 00:00:00,24305000,60
21067,2019-07-17 23:40:00,20,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,598000,24149000,2019-07-17 00:00:00,24149000,60
21071,2019-07-18 00:40:00,20,100836,202453,리복 스피드윅 에어리라이트 브라 & 숏츠 패키지,속옷,139000,27734000,2019-07-18 00:00:00,27734000,60
21077,2019-07-18 01:40:00,10,100374,201373,2019 USPA 여성 썸머 화이트라벨 폴로셔츠 3종,의류,69000,5689000,2019-07-18 00:00:00,5689000,50
21076,2019-07-18 01:40:00,10,100374,201371,2019 USPA 남성 썸머 화이트라벨 폴로셔츠 3종,의류,69000,5063000,2019-07-18 00:00:00,5063000,50
21082,2019-07-18 06:40:00,20,100061,200150,일시불 am마카롱 보냉보온 텀블러세트,주방,50800,15466000,2019-07-18 00:00:00,15466000,60
21083,2019-07-18 06:40:00,20,100061,200149,무이자 am마카롱 보냉보온 텀블러세트,주방,54800,2811000,2019-07-18 00:00:00,2811000,60
21096,2019-07-18 07:40:00,20,100189,200630,코치 미네타 크로스바디백,잡화,238000,22246000,2019-07-18 00:00:00,22246000,60
21094,2019-07-18 07:40:00,20,100189,200629,코치 리스틀릿,잡화,138000,11216000,2019-07-18 00:00:00,11216000,60
21095,2019-07-18 07:40:00,20,100189,200631,코치 베네트 사첼백,잡화,198000,13748000,2019-07-18 00:00:00,13748000,60
21097,2019-07-18 07:40:00,20,100189,200644,코치 엠마 사첼백,잡화,238000,9306000,2019-07-18 00:00:00,9306000,60
21098,2019-07-18 07:40:00,20,100189,200637,코치 시그니처 켈시 사첼백,잡화,238000,7854000,2019-07-18 00:00:00,7854000,60
21100,2019-07-18 08:30:00,30,100352,201125,마르엘라로사티 나파 휘메일 풀스킨 밍크하프코트 1종,의류,1690000,88425000,2019-07-18 00:00:00,88425000,60
21102,2019-07-18 09:30:00,30,100088,200235,에코라믹 컬링스톤프라이팬세트,주방,50900,58870000,2019-07-18 00:00:00,58870000,60
21105,2019-07-18 10:40:00,20,100055,200139,  뉴트리원 다이어트 구미,건강기능,59000,61409000,2019-07-18 00:00:00,61409000,60
21108,2019-07-18 11:40:00,20,100042,200115,알렉스하운드 썸머 기능성 멀티웨어 6종,의류,39800,29981000,2019-07-18 00:00:00,29981000,60
21111,2019-07-18 12:40:00,20,100447,201375,안지 청풍 대자리,침구,50900,36066000,2019-07-18 00:00:00,36066000,60
21114,2019-07-18 13:40:00,20,100034,200056,레노마 우/양산 2종세트,잡화,54900,42828000,2019-07-18 00:00:00,42828000,60
21123,2019-07-18 14:40:00,20,100174,200596,일)자미코코 3단 매트릭스 싱글,생활용품,99000,9834000,2019-07-18 00:00:00,9834000,60
21126,2019-07-18 14:40:00,20,100174,200592,무)자미코코 3단 매트릭스 더블,생활용품,129000,6600000,2019-07-18 00:00:00,6600000,60
21124,2019-07-18 14:40:00,20,100174,200595,일)자미코코 3단 매트릭스 더블,생활용품,119000,15542000,2019-07-18 00:00:00,15542000,60
21125,2019-07-18 14:40:00,20,100174,200593,무)자미코코 3단 매트릭스 싱글,생활용품,109000,4467000,2019-07-18 00:00:00,4467000,60
21129,2019-07-18 15:40:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,73982000,2019-07-18 00:00:00,73982000,60
21132,2019-07-18 16:40:00,20,100253,200864,안동간고등어 20팩,농수축,30900,57882000,2019-07-18 00:00:00,57882000,60
21135,2019-07-18 17:40:00,20,100167,200579,"유귀열의 The 귀한 갓김치3kg+열무김치3kg, 총6kg",농수축,38900,60722000,2019-07-18 00:00:00,60722000,60
21138,2019-07-18 18:40:00,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,46461000,2019-07-18 00:00:00,46461000,60
21144,2019-07-18 19:50:00,10,100281,200909,초특가)에버라스트 드로즈 10+4종,속옷,39900,38492000,2019-07-18 00:00:00,38492000,60
21150,2019-07-18 20:40:00,20,100684,202037,일시불 매직쉐프 플랫타입 전자레인지,주방,109000,34516000,2019-07-18 00:00:00,34516000,60
21149,2019-07-18 20:40:00,20,100684,202034,무이자 매직쉐프 플랫타입 전자레인지,주방,119000,17051000,2019-07-18 00:00:00,17051000,60
21166,2019-07-18 21:45:00,20,100067,200167,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,749000,14329000,2019-07-18 00:00:00,14329000,80
21165,2019-07-18 21:45:00,20,100067,200175,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,709000,1979000,2019-07-18 00:00:00,1979000,80
21164,2019-07-18 21:45:00,20,100067,200163,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,539000,11759000,2019-07-18 00:00:00,11759000,80
21163,2019-07-18 21:45:00,20,100067,200171,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,509000,12446000,2019-07-18 00:00:00,12446000,80
21172,2019-07-18 22:40:00,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,48315000,2019-07-18 00:00:00,48315000,60
21171,2019-07-18 22:40:00,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,32817000,2019-07-18 00:00:00,32817000,60
21175,2019-07-18 23:40:00,20,100469,201436,디비노 선글라스 세트,생활용품,44800,31438000,2019-07-18 00:00:00,31438000,60
21178,2019-07-19 00:40:00,20,100714,202085,젠트웰 남성 쿨 썸머 티셔츠 4종,의류,39000,14700000,2019-07-19 00:00:00,14700000,60
21181,2019-07-19 01:40:00,20,100693,202055,남영비비안 로즈버드 듀얼윙 스킨 보정 브라패키지,속옷,99900,15439000,2019-07-19 00:00:00,15439000,60
21187,2019-07-19 06:40:00,20,100064,200158,일시불 아이넥스 솔리드 멀티 식기건조대,주방,69000,7517000,2019-07-19 00:00:00,7517000,60
21186,2019-07-19 06:40:00,20,100064,200154,무이자 아이넥스 솔리드 멀티 식기건조대,주방,76000,8540000,2019-07-19 00:00:00,8540000,60
21193,2019-07-19 07:40:00,20,100508,201568,두꺼비 매직 버블수세미200매 + 곰팡이젤1개,주방,24900,4892000,2019-07-19 00:00:00,4892000,60
21192,2019-07-19 07:40:00,20,100508,201569,두꺼비 매직 버블수세미400매 + 곰팡이젤2개,주방,39900,23266000,2019-07-19 00:00:00,23266000,60
21207,2019-07-19 08:30:00,30,100788,202342,루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,잡화,1590000,20120000,2019-07-19 00:00:00,20120000,60
21205,2019-07-19 08:30:00,30,100788,202338,루이띠에 순금 미라클 트리플 링 15g+골드바 1g,잡화,1720000,50000,2019-07-19 00:00:00,50000,60
21201,2019-07-19 08:30:00,30,100788,202339,루이띠에 순금 샤이닝 러브 목걸이 35g+골드바 1g,잡화,3650000,17328000,2019-07-19 00:00:00,17328000,60
21202,2019-07-19 08:30:00,30,100788,202340,루이띠에 순금 샤이닝 러브 팔찌 35g+골드바 1g,잡화,3650000,17328000,2019-07-19 00:00:00,17328000,60
21204,2019-07-19 08:30:00,30,100788,202344,루이띠에 순금 크로스 트리플 팔찌 18g+골드바 1g,잡화,2030000,3252000,2019-07-19 00:00:00,3252000,60
21203,2019-07-19 08:30:00,30,100788,202343,루이띠에 순금 크로스 트리플 목걸이 18g+골드바 1g,잡화,2030000,3252000,2019-07-19 00:00:00,3252000,60
21206,2019-07-19 08:30:00,30,100788,202341,루이띠에 순금 신디스틱 목걸이 13g+골드바 1g,잡화,1590000,7575000,2019-07-19 00:00:00,7575000,60
21212,2019-07-19 09:40:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,42729000,2019-07-19 00:00:00,42729000,60
21213,2019-07-19 09:40:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,18034000,2019-07-19 00:00:00,18034000,60
21215,2019-07-19 10:30:00,30,100399,201297,바바코코 젤네일스트립 SET,이미용,59800,63496000,2019-07-19 00:00:00,63496000,60
21221,2019-07-19 11:40:00,20,100018,200028,AAD 남성 소가죽 구름 샌들,잡화,29000,12836000,2019-07-19 00:00:00,12836000,60
21220,2019-07-19 11:40:00,20,100018,200032,AAD 여성 소가죽 구름 샌들,잡화,29000,33428000,2019-07-19 00:00:00,33428000,60
21222,2019-07-19 12:00:00,60,100554,201642,DB통큰간편암플랜,무형,0,0,2019-07-19 00:00:00,0,60
21225,2019-07-19 13:40:00,20,100773,202260,엘렌실라 그린 에너지 썬스틱7,이미용,39900,30073000,2019-07-19 00:00:00,30073000,60
21228,2019-07-19 14:40:00,20,100034,200056,레노마 우/양산 2종세트,잡화,54900,45434000,2019-07-19 00:00:00,45434000,60
21234,2019-07-19 15:50:00,10,100281,200909,초특가)에버라스트 드로즈 10+4종,속옷,39900,33568000,2019-07-19 00:00:00,33568000,60
21237,2019-07-19 16:40:00,20,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,57376000,2019-07-19 00:00:00,57376000,60
21240,2019-07-19 17:40:00,20,100511,201575,자연산 손질 통오징어 21미,농수축,40900,52885000,2019-07-19 00:00:00,52885000,60
21243,2019-07-19 18:40:00,20,100169,200583,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,49484000,2019-07-19 00:00:00,49484000,60
21246,2019-07-19 19:40:00,20,100074,200201,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,39800,54050000,2019-07-19 00:00:00,54050000,60
21251,2019-07-19 20:40:00,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,39680000,2019-07-19 00:00:00,39680000,60
21252,2019-07-19 20:40:00,20,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,32148000,2019-07-19 00:00:00,32148000,60
21269,2019-07-19 21:40:00,20,100500,201513,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,599000,19481000,2019-07-19 00:00:00,19481000,60
21266,2019-07-19 21:40:00,20,100500,201505,(무)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,549000,11011000,2019-07-19 00:00:00,11011000,60
21270,2019-07-19 21:40:00,20,100500,201507,(무)삼익가구 어블러 LED 멀티 수납형 침대 킹,가구,649000,13015000,2019-07-19 00:00:00,13015000,60
21267,2019-07-19 21:40:00,20,100500,201512,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,549000,15125000,2019-07-19 00:00:00,15125000,60
21268,2019-07-19 21:40:00,20,100500,201506,(무)삼익가구 어블러 LED 멀티 수납형 침대 퀸,가구,599000,7527000,2019-07-19 00:00:00,7527000,60
21265,2019-07-19 21:40:00,20,100500,201511,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,가구,499000,24954000,2019-07-19 00:00:00,24954000,60
21285,2019-07-19 22:45:00,20,100067,200175,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,709000,9697000,2019-07-19 00:00:00,9697000,80
21286,2019-07-19 22:45:00,20,100067,200167,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,가전,749000,6197000,2019-07-19 00:00:00,6197000,80
21284,2019-07-19 22:45:00,20,100067,200163,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,539000,17628000,2019-07-19 00:00:00,17628000,80
21283,2019-07-19 22:45:00,20,100067,200171,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,가전,509000,13824000,2019-07-19 00:00:00,13824000,80
21291,2019-07-19 23:40:00,20,100218,200769,일시불 썸덱스 트로이카 여행가방 10종세트,잡화,149000,33497000,2019-07-19 00:00:00,33497000,60
21292,2019-07-19 23:40:00,20,100218,200766,무이자 썸덱스 트로이카 여행가방 10종세트,잡화,159000,12549000,2019-07-19 00:00:00,12549000,60
21295,2019-07-20 00:40:00,20,100465,201429,디키즈 썸머숏팬츠3종,의류,49900,11692000,2019-07-20 00:00:00,11692000,60
21305,2019-07-20 01:40:00,20,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,6765000,2019-07-20 00:00:00,6765000,60
21307,2019-07-20 01:40:00,20,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,50000,2019-07-20 00:00:00,50000,60
21306,2019-07-20 01:40:00,20,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,50000,2019-07-20 00:00:00,50000,60
21304,2019-07-20 01:40:00,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,12298000,2019-07-20 00:00:00,12298000,60
21313,2019-07-20 06:40:00,20,100627,201933,2세트 믹서를 품은 텀블러,주방,89900,13681000,2019-07-20 00:00:00,13681000,60
21312,2019-07-20 06:40:00,20,100627,201932,1세트 믹서를 품은 텀블러,주방,49900,18144000,2019-07-20 00:00:00,18144000,60
21316,2019-07-20 07:40:00,20,100319,202263,엘렌실라 에스까르고에센스 커버쿠션,이미용,39900,49168000,2019-07-20 00:00:00,49168000,60
21319,2019-07-20 08:40:00,20,100809,202385,CERINI by PAT 남성 에어 카라티셔츠 4종,의류,59900,79832000,2019-07-20 00:00:00,79832000,60
21322,2019-07-20 09:40:00,20,100352,201141,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,의류,1590000,129156000,2019-07-20 00:00:00,129156000,60
21338,2019-07-20 10:30:00,30,100037,200090,프라다 비텔로 피닉스 토트백,잡화,1580000,3346000,2019-07-20 00:00:00,3346000,60
21337,2019-07-20 10:30:00,30,100037,200094,프라다 자카드 토트 숄더백,잡화,1290000,2743000,2019-07-20 00:00:00,2743000,60
21331,2019-07-20 10:30:00,30,100037,200078,프라다 듀엣 선글라스,잡화,348000,20285000,2019-07-20 00:00:00,20285000,60
21333,2019-07-20 10:30:00,30,100037,200075,프라다 더블지퍼 크로스백,잡화,790000,3285000,2019-07-20 00:00:00,3285000,60
21332,2019-07-20 10:30:00,30,100037,200093,프라다 자카드 카메라 크로스백,잡화,790000,16523000,2019-07-20 00:00:00,16523000,60
21335,2019-07-20 10:30:00,30,100037,200108,프라다 테스토 탑핸들 토트 숄더백,잡화,1180000,12184000,2019-07-20 00:00:00,12184000,60
21334,2019-07-20 10:30:00,30,100037,200105,프라다 테스토 크로스백,잡화,790000,13068000,2019-07-20 00:00:00,13068000,60
21336,2019-07-20 10:30:00,30,100037,200097,프라다 탑핸들 토트 숄더백,잡화,1380000,5809000,2019-07-20 00:00:00,5809000,60
21346,2019-07-20 11:40:00,20,100224,200779,리복 델타 피트니스 트렁크 8종,속옷,89000,8059000,2019-07-20 00:00:00,8059000,60
21345,2019-07-20 11:40:00,20,100224,200776,리복 델타 피트니스 드로즈 12종,속옷,89000,44466000,2019-07-20 00:00:00,44466000,60
21347,2019-07-20 11:40:00,20,100224,200783,리복 스피드윅 런닝 6종,속옷,89000,7709000,2019-07-20 00:00:00,7709000,60
21352,2019-07-20 12:40:00,20,100398,201281,EXR 남성 워터 액티비티 5종,의류,79000,21073000,2019-07-20 00:00:00,21073000,60
21353,2019-07-20 12:40:00,20,100398,201282,EXR 여성 워터 액티비티 5종,의류,79000,31166000,2019-07-20 00:00:00,31166000,60
21356,2019-07-20 13:40:00,20,100416,201315,코몽트 남성 메쉬티셔츠 7종,의류,39900,62358000,2019-07-20 00:00:00,62358000,60
21359,2019-07-20 14:40:00,20,100088,200237,에코라믹 통주물 스톤 냄비세트,주방,60900,61721000,2019-07-20 00:00:00,61721000,60
21362,2019-07-20 15:40:00,20,100169,200583,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,45950000,2019-07-20 00:00:00,45950000,60
21371,2019-07-20 16:40:00,20,100448,201378,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,25899000,2019-07-20 00:00:00,25899000,60
21374,2019-07-20 16:40:00,20,100448,201377,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,10171000,2019-07-20 00:00:00,10171000,60
21373,2019-07-20 16:40:00,20,100448,201379,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,22745000,2019-07-20 00:00:00,22745000,60
21372,2019-07-20 16:40:00,20,100448,201376,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,20820000,2019-07-20 00:00:00,20820000,60
21377,2019-07-20 17:40:00,20,100253,200864,안동간고등어 20팩,농수축,30900,86336000,2019-07-20 00:00:00,86336000,60
21380,2019-07-20 19:00:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,37967000,2019-07-20 00:00:00,37967000,60
21382,2019-07-20 19:50:00,30,100100,200279,락앤락 비스프리 온더테이블 밀폐용기세트,주방,64800,61367000,2019-07-20 00:00:00,61367000,60
21385,2019-07-20 21:00:00,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,67599000,2019-07-20 00:00:00,67599000,60
21402,2019-07-20 22:00:00,20,100148,200502,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,16211000,2019-07-20 00:00:00,16211000,60
21405,2019-07-20 22:00:00,20,100148,200444,무이자 LG 울트라HD TV 65UK6800HNC,가전,1920000,21711000,2019-07-20 00:00:00,21711000,60
21407,2019-07-20 22:00:00,20,100148,200453,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,50000,2019-07-20 00:00:00,50000,60
21408,2019-07-20 22:00:00,20,100148,200525,일시불 LG 울트라HD TV 75UK6200KNB,가전,2700000,18316000,2019-07-20 00:00:00,18316000,60
21409,2019-07-20 22:00:00,20,100148,200457,무이자 LG 울트라HD TV 75UK6200KNB,가전,2990000,50000,2019-07-20 00:00:00,50000,60
21404,2019-07-20 22:00:00,20,100148,200511,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,30516000,2019-07-20 00:00:00,30516000,60
21403,2019-07-20 22:00:00,20,100148,200435,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,27007000,2019-07-20 00:00:00,27007000,60
21406,2019-07-20 22:00:00,20,100148,200520,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,50000,2019-07-20 00:00:00,50000,60
21414,2019-07-20 23:00:00,20,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,62000000,2019-07-20 00:00:00,62000000,60
21415,2019-07-20 23:00:00,20,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,64376000,2019-07-20 00:00:00,64376000,60
21419,2019-07-20 23:40:00,20,100605,201847,카파 드로즈 패키지 10종(3차),속옷,59000,21087000,2019-07-20 00:00:00,21087000,40
21421,2019-07-20 23:40:00,20,100605,201850,카파 런닝 패키지 7종,속옷,59000,5193000,2019-07-20 00:00:00,5193000,40
21420,2019-07-20 23:40:00,20,100605,201854,카파 트렁크 패키지 7종,속옷,59000,8685000,2019-07-20 00:00:00,8685000,40
21424,2019-07-21 00:00:00,20,100605,201850,카파 런닝 패키지 7종,속옷,59000,4731000,2019-07-21 00:00:00,4731000,20
21422,2019-07-21 00:00:00,20,100605,201847,카파 드로즈 패키지 10종(3차),속옷,59000,16341000,2019-07-21 00:00:00,16341000,20
21423,2019-07-21 00:00:00,20,100605,201854,카파 트렁크 패키지 7종,속옷,59000,4252000,2019-07-21 00:00:00,4252000,20
21430,2019-07-21 01:00:00,20,100292,200944,[가이거] 블랙 에디션 다이아몬드 워치(남성용),잡화,178000,16807000,2019-07-21 00:00:00,16807000,60
21429,2019-07-21 01:00:00,20,100292,200945,[가이거] 블랙 에디션 다이아몬드 워치(여성용),잡화,178000,41216000,2019-07-21 00:00:00,41216000,60
21433,2019-07-21 01:40:00,20,100166,200576,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,23065000,2019-07-21 00:00:00,23065000,40
21434,2019-07-21 01:40:00,20,100166,200578,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,3865000,2019-07-21 00:00:00,3865000,40
21437,2019-07-21 06:40:00,20,100416,201320,코몽트 남성 프린트티셔츠8종,의류,39900,47537000,2019-07-21 00:00:00,47537000,60
21440,2019-07-21 07:40:00,20,100309,200992,닥터 슈퍼 루테인,건강기능,59900,45227000,2019-07-21 00:00:00,45227000,60
21443,2019-07-21 08:40:00,20,100475,201446,초특가  파뷔에 팬지 대형 후라이팬 세트,주방,59800,68054000,2019-07-21 00:00:00,68054000,60
21446,2019-07-21 09:40:00,20,100357,201136,마르엘라로사티 쿨썸머 데님 3종,의류,49900,42616000,2019-07-21 00:00:00,42616000,60
21449,2019-07-21 10:40:00,20,100479,201455,라라쎄 쉬폰 롤업재킷 2종 세트,의류,59800,71096000,2019-07-21 00:00:00,71096000,60
21452,2019-07-21 11:40:00,20,100440,201362,오가닉뷰티 쿨 번아웃 레이스 란쥬세트,속옷,89900,48227000,2019-07-21 00:00:00,48227000,60
21462,2019-07-21 12:40:00,20,100139,200391,보몽드 엘사 자수 쿨 시어서커 침구세트 Q,침구,69900,13327000,2019-07-21 00:00:00,13327000,60
21464,2019-07-21 12:40:00,20,100139,200392,보몽드 엘사 자수 쿨 시어서커 침구세트 SK(슈퍼킹),침구,89900,16769000,2019-07-21 00:00:00,16769000,60
21461,2019-07-21 12:40:00,20,100139,200393,보몽드 엘사 자수 쿨 시어서커 침구세트 SS,침구,59900,11015000,2019-07-21 00:00:00,11015000,60
21463,2019-07-21 12:40:00,20,100139,200390,보몽드 엘사 자수 쿨 시어서커 침구세트 K,침구,79900,8556000,2019-07-21 00:00:00,8556000,60
21467,2019-07-21 13:40:00,20,100034,200056,레노마 우/양산 2종세트,잡화,54900,50350000,2019-07-21 00:00:00,50350000,60
21472,2019-07-21 14:40:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,62931000,2019-07-21 00:00:00,62931000,60
21473,2019-07-21 14:40:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,29139000,2019-07-21 00:00:00,29139000,60
21476,2019-07-21 15:40:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,88659000,2019-07-21 00:00:00,88659000,60
21479,2019-07-21 16:40:00,20,100074,200201,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,39800,76445000,2019-07-21 00:00:00,76445000,60
21482,2019-07-21 17:40:00,20,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,58254000,2019-07-21 00:00:00,58254000,60
21485,2019-07-21 18:40:00,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900,55943000,2019-07-21 00:00:00,55943000,60
21490,2019-07-21 19:40:00,20,100618,201915,헤드 파이로라이트 드로즈 10종 패키지,속옷,69000,64088000,2019-07-21 00:00:00,64088000,60
21491,2019-07-21 19:40:00,20,100618,201918,헤드 파이로라이트 트렁크 8종 패키지,속옷,69000,17422000,2019-07-21 00:00:00,17422000,60
21494,2019-07-21 20:40:00,20,100832,202444,청정수산 완도활전복 35미,농수축,59900,50576000,2019-07-21 00:00:00,50576000,60
21501,2019-07-21 21:40:00,20,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,548000,25282000,2019-07-21 00:00:00,25282000,60
21502,2019-07-21 21:40:00,20,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,598000,20711000,2019-07-21 00:00:00,20711000,60
21503,2019-07-21 21:40:00,20,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,648000,39225000,2019-07-21 00:00:00,39225000,60
21505,2019-07-21 22:30:00,30,100352,201125,마르엘라로사티 나파 휘메일 풀스킨 밍크하프코트 1종,의류,1690000,69892000,2019-07-21 00:00:00,69892000,60
21526,2019-07-21 23:40:00,20,100148,200520,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,50000,2019-07-21 00:00:00,50000,60
21523,2019-07-21 23:40:00,20,100148,200435,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,3038000,2019-07-21 00:00:00,3038000,60
21529,2019-07-21 23:40:00,20,100148,200457,무이자 LG 울트라HD TV 75UK6200KNB,가전,2990000,6795000,2019-07-21 00:00:00,6795000,60
21524,2019-07-21 23:40:00,20,100148,200511,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,22888000,2019-07-21 00:00:00,22888000,60
21528,2019-07-21 23:40:00,20,100148,200525,일시불 LG 울트라HD TV 75UK6200KNB,가전,2700000,6139000,2019-07-21 00:00:00,6139000,60
21527,2019-07-21 23:40:00,20,100148,200453,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,6116000,2019-07-21 00:00:00,6116000,60
21522,2019-07-21 23:40:00,20,100148,200502,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,10824000,2019-07-21 00:00:00,10824000,60
