,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액,날짜,이익,누적노출
15003,2019-05-21 10:40:00,20,100354,201132,마르엘라로사티 썸머 레이스 블라우스 3종,의류,59900,34791000,2019-05-21 00:00:00,4284000,60
16782,2019-06-07 07:40:00,20,100354,201132,마르엘라로사티 썸머 레이스 블라우스 3종,의류,59900,46144000,2019-06-07 00:00:00,18079000,60
14205,2019-05-14 14:50:00,10,100634,201944,모리츠 에어 서큘레이터 1종,생활용품,49900,24045000,2019-05-14 00:00:00,6649000,60
14977,2019-05-21 01:50:00,0,100634,201944,모리츠 에어 서큘레이터 1종,생활용품,49900,6376000,2019-05-21 00:00:00,-37000,50
15955,2019-05-30 13:50:00,10,100634,201944,모리츠 에어 서큘레이터 1종,생활용품,49900,17561000,2019-05-30 00:00:00,5897000,60
16395,2019-06-03 12:50:00,10,100634,201944,모리츠 에어 서큘레이터 1종,생활용품,49900,20122000,2019-06-03 00:00:00,9700000,60
18532,2019-06-24 01:50:00,0,100634,201944,모리츠 에어 서큘레이터 1종,생활용품,49900,4907000,2019-06-24 00:00:00,-18000,30
14279,2019-05-14 23:40:00,20,100577,201759,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,가전,999000,50000,2019-05-14 00:00:00,0,60
14280,2019-05-14 23:40:00,20,100577,201707,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,가전,1089000,3236000,2019-05-14 00:00:00,0,60
14281,2019-05-14 23:40:00,20,100577,201757,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1259000,18114000,2019-05-14 00:00:00,10688000,60
14282,2019-05-14 23:40:00,20,100577,201705,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,가전,1349000,11941000,2019-05-14 00:00:00,30000,60
14335,2019-05-15 14:40:00,20,100631,201940,오렐리안 풍기인견 원피스 2종세트,의류,79900,39000000,2019-05-15 00:00:00,7736000,60
14659,2019-05-18 12:40:00,20,100631,201940,오렐리안 풍기인견 원피스 2종세트,의류,79900,55560000,2019-05-18 00:00:00,24532000,60
15336,2019-05-24 13:40:00,20,100631,201940,오렐리안 풍기인견 원피스 2종세트,의류,79900,27862000,2019-05-24 00:00:00,2660000,60
16991,2019-06-09 06:40:00,20,100631,201940,오렐리안 풍기인견 원피스 2종세트,의류,79900,17624000,2019-06-09 00:00:00,5502000,60
14398,2019-05-16 01:40:00,10,100664,202001,크로커다일 감탄 레이스 브라렛 패키지,속옷,69900,15504000,2019-05-16 00:00:00,559000,50
16773,2019-06-07 00:40:00,20,100664,202001,크로커다일 감탄 레이스 브라렛 패키지,속옷,69900,33805000,2019-06-07 00:00:00,7289000,60
14512,2019-05-17 00:40:00,20,100024,200035,거미손 차량용 공기청정기,생활용품,99800,20039000,2019-05-17 00:00:00,14279000,60
14518,2019-05-17 06:40:00,20,100226,201022,코이모 리빙박스 8종,생활용품,52900,24749000,2019-05-17 00:00:00,7012000,60
15186,2019-05-23 06:40:00,20,100226,201022,코이모 리빙박스 8종,생활용품,52900,29991000,2019-05-23 00:00:00,11207000,60
27750,2019-09-19 08:40:00,20,100226,201022,코이모 리빙박스 8종,생활용품,52900,41777000,2019-09-19 00:00:00,9462000,60
28846,2019-09-29 14:40:00,20,100226,201022,코이모 리빙박스 8종,생활용품,52900,73316000,2019-09-29 00:00:00,28379000,60
14552,2019-05-17 13:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,13043000,2019-05-17 00:00:00,1335000,60
15010,2019-05-21 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,9309000,2019-05-21 00:00:00,-781000,60
15136,2019-05-22 15:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,12077000,2019-05-22 00:00:00,4419000,60
15226,2019-05-23 13:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,11313000,2019-05-23 00:00:00,2691000,60
15769,2019-05-28 12:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,11757000,2019-05-28 00:00:00,4138000,60
15944,2019-05-30 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,8747000,2019-05-30 00:00:00,-4467000,60
16266,2019-06-02 13:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,29864000,2019-06-02 00:00:00,8876000,60
16407,2019-06-03 15:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,12989000,2019-06-03 00:00:00,2483000,60
16484,2019-06-04 12:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,15424000,2019-06-04 00:00:00,7858000,60
16821,2019-06-07 14:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,11021000,2019-06-07 00:00:00,-235000,60
17113,2019-06-10 10:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,16027000,2019-06-10 00:00:00,5126000,60
17338,2019-06-12 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,15270000,2019-06-12 00:00:00,2325000,60
17546,2019-06-14 15:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,12694000,2019-06-14 00:00:00,4607000,60
17796,2019-06-16 12:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,17102000,2019-06-16 00:00:00,3879000,60
17901,2019-06-17 14:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,14881000,2019-06-17 00:00:00,6407000,60
18085,2019-06-19 15:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,16510000,2019-06-19 00:00:00,2858000,60
18182,2019-06-20 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,11402000,2019-06-20 00:00:00,1239000,60
18558,2019-06-24 12:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,10810000,2019-06-24 00:00:00,2121000,60
18721,2019-06-26 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,11410000,2019-06-26 00:00:00,-3043000,60
18926,2019-06-28 14:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,8013000,2019-06-28 00:00:00,1555000,60
19456,2019-07-03 14:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,11387000,2019-07-03 00:00:00,4439000,60
19644,2019-07-05 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,14285000,2019-07-05 00:00:00,3045000,60
19950,2019-07-08 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,11374000,2019-07-08 00:00:00,2399000,60
20178,2019-07-10 12:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,8275000,2019-07-10 00:00:00,1104000,60
20470,2019-07-12 22:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,17166000,2019-07-12 00:00:00,9251000,60
20685,2019-07-14 22:00:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,10993000,2019-07-14 00:00:00,2337000,60
20868,2019-07-16 11:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,9565000,2019-07-16 00:00:00,4582000,60
22201,2019-07-28 06:40:00,20,100139,200374,보몽드 샐비어 시어서커 리플 침구세트 SS,침구,49900,3904000,2019-07-28 00:00:00,938000,60
14553,2019-05-17 13:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,22587000,2019-05-17 00:00:00,9764000,60
15011,2019-05-21 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,15523000,2019-05-21 00:00:00,2049000,60
15137,2019-05-22 15:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,20095000,2019-05-22 00:00:00,7060000,60
15227,2019-05-23 13:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,16952000,2019-05-23 00:00:00,1325000,60
15770,2019-05-28 12:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,17605000,2019-05-28 00:00:00,5308000,60
15945,2019-05-30 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,16958000,2019-05-30 00:00:00,2762000,60
16267,2019-06-02 13:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,36033000,2019-06-02 00:00:00,4955000,60
16408,2019-06-03 15:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,22712000,2019-06-03 00:00:00,8321000,60
16485,2019-06-04 12:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,25001000,2019-06-04 00:00:00,7817000,60
16822,2019-06-07 14:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,22952000,2019-06-07 00:00:00,5038000,60
17114,2019-06-10 10:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,21804000,2019-06-10 00:00:00,4393000,60
17339,2019-06-12 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,19223000,2019-06-12 00:00:00,-5276000,60
17547,2019-06-14 15:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,20536000,2019-06-14 00:00:00,6230000,60
17797,2019-06-16 12:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,27049000,2019-06-16 00:00:00,10079000,60
17902,2019-06-17 14:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,20538000,2019-06-17 00:00:00,6133000,60
18086,2019-06-19 15:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,29628000,2019-06-19 00:00:00,11042000,60
18183,2019-06-20 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,18273000,2019-06-20 00:00:00,-577000,60
18559,2019-06-24 12:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,15290000,2019-06-24 00:00:00,3610000,60
18722,2019-06-26 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,21185000,2019-06-26 00:00:00,1045000,60
18927,2019-06-28 14:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,18495000,2019-06-28 00:00:00,5678000,60
19457,2019-07-03 14:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,20416000,2019-07-03 00:00:00,7253000,60
19645,2019-07-05 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,23949000,2019-07-05 00:00:00,1384000,60
19951,2019-07-08 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,22657000,2019-07-08 00:00:00,6421000,60
20179,2019-07-10 12:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,18907000,2019-07-10 00:00:00,5292000,60
20471,2019-07-12 22:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,25906000,2019-07-12 00:00:00,11146000,60
20686,2019-07-14 22:00:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,17808000,2019-07-14 00:00:00,821000,60
20869,2019-07-16 11:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,15391000,2019-07-16 00:00:00,4810000,60
22202,2019-07-28 06:40:00,20,100139,200373,보몽드 샐비어 시어서커 리플 침구세트 Q,침구,59900,9314000,2019-07-28 00:00:00,6209000,60
14554,2019-05-17 13:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,20129000,2019-05-17 00:00:00,3565000,60
15012,2019-05-21 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,18973000,2019-05-21 00:00:00,5170000,60
15138,2019-05-22 15:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,19244000,2019-05-22 00:00:00,5984000,60
15228,2019-05-23 13:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,17680000,2019-05-23 00:00:00,5264000,60
15771,2019-05-28 12:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,19152000,2019-05-28 00:00:00,7733000,60
15946,2019-05-30 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,19145000,2019-05-30 00:00:00,2992000,60
16268,2019-06-02 13:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,38399000,2019-06-02 00:00:00,3121000,60
16409,2019-06-03 15:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,21955000,2019-06-03 00:00:00,5658000,60
16486,2019-06-04 12:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,26221000,2019-06-04 00:00:00,7085000,60
16823,2019-06-07 14:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,24747000,2019-06-07 00:00:00,3621000,60
17115,2019-06-10 10:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,25935000,2019-06-10 00:00:00,10698000,60
17340,2019-06-12 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,20930000,2019-06-12 00:00:00,1617000,60
17548,2019-06-14 15:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,19620000,2019-06-14 00:00:00,1547000,60
17798,2019-06-16 12:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,25998000,2019-06-16 00:00:00,8941000,60
17903,2019-06-17 14:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,19594000,2019-06-17 00:00:00,-1616000,60
18087,2019-06-19 15:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,29197000,2019-06-19 00:00:00,11106000,60
18184,2019-06-20 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,22466000,2019-06-20 00:00:00,4430000,60
18560,2019-06-24 12:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,18206000,2019-06-24 00:00:00,4004000,60
18723,2019-06-26 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,19750000,2019-06-26 00:00:00,-3868000,60
18928,2019-06-28 14:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,18591000,2019-06-28 00:00:00,6201000,60
19458,2019-07-03 14:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,15695000,2019-07-03 00:00:00,1771000,60
19646,2019-07-05 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,23957000,2019-07-05 00:00:00,5677000,60
19952,2019-07-08 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,20300000,2019-07-08 00:00:00,3770000,60
20180,2019-07-10 12:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,21400000,2019-07-10 00:00:00,11859000,60
20472,2019-07-12 22:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,25194000,2019-07-12 00:00:00,4331000,60
20687,2019-07-14 22:00:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,16792000,2019-07-14 00:00:00,-2513000,60
20870,2019-07-16 11:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,15953000,2019-07-16 00:00:00,2812000,60
22203,2019-07-28 06:40:00,20,100139,200372,보몽드 샐비어 시어서커 리플 침구세트 K,침구,69900,12874000,2019-07-28 00:00:00,9718000,60
14574,2019-05-17 19:40:00,20,100715,202090,젠트웰 스트레치 통풍 메쉬 자켓 1종,의류,49000,52858000,2019-05-17 00:00:00,10762000,60
15587,2019-05-26 19:40:00,20,100715,202090,젠트웰 스트레치 통풍 메쉬 자켓 1종,의류,49000,88628000,2019-05-26 00:00:00,39094000,60
15820,2019-05-29 01:40:00,10,100715,202090,젠트웰 스트레치 통풍 메쉬 자켓 1종,의류,49000,14985000,2019-05-29 00:00:00,-6677000,50
15988,2019-05-30 22:40:00,20,100715,202090,젠트웰 스트레치 통풍 메쉬 자켓 1종,의류,49000,77486000,2019-05-30 00:00:00,26715000,60
16427,2019-06-03 20:40:00,20,100715,202090,젠트웰 스트레치 통풍 메쉬 자켓 1종,의류,49000,48447000,2019-06-03 00:00:00,10811000,60
16834,2019-06-07 19:40:00,20,100715,202090,젠트웰 스트레치 통풍 메쉬 자켓 1종,의류,49000,41863000,2019-06-07 00:00:00,12629000,60
14600,2019-05-17 23:30:00,30,100493,201493,하나투어 오사카 (190518),무형,0,0,2019-05-17 00:00:00,0,60
14725,2019-05-18 23:50:00,30,100493,201493,하나투어 오사카 (190518),무형,0,0,2019-05-18 00:00:00,0,120
14789,2019-05-19 18:50:00,30,100493,201493,하나투어 오사카 (190518),무형,0,0,2019-05-19 00:00:00,0,60
14681,2019-05-18 20:00:00,20,100324,201112,온라인투어 태항산(0518),무형,0,0,2019-05-18 00:00:00,0,120
14792,2019-05-19 20:00:00,20,100324,201112,온라인투어 태항산(0518),무형,0,0,2019-05-19 00:00:00,0,120
14614,2019-05-18 06:30:00,30,100374,201203,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,25744000,2019-05-18 00:00:00,16218000,60
14968,2019-05-21 00:30:00,30,100374,201203,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,35780000,2019-05-21 00:00:00,20780000,60
15173,2019-05-22 23:30:00,30,100374,201203,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,27602000,2019-05-22 00:00:00,6375000,60
15714,2019-05-27 21:30:00,30,100374,201203,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,41810000,2019-05-27 00:00:00,20630000,120
15814,2019-05-29 00:30:00,30,100374,201203,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,23287000,2019-05-29 00:00:00,10777000,60
16144,2019-06-01 13:30:00,30,100374,201203,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,30341000,2019-06-01 00:00:00,12831000,60
14615,2019-05-18 06:30:00,30,100374,201207,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,23220000,2019-05-18 00:00:00,13952000,60
14969,2019-05-21 00:30:00,30,100374,201207,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,32943000,2019-05-21 00:00:00,17530000,60
15174,2019-05-22 23:30:00,30,100374,201207,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,21106000,2019-05-22 00:00:00,-3340000,60
15715,2019-05-27 21:30:00,30,100374,201207,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,29004000,2019-05-27 00:00:00,8329000,120
15815,2019-05-29 00:30:00,30,100374,201207,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,16753000,2019-05-29 00:00:00,4297000,60
16145,2019-06-01 13:30:00,30,100374,201207,USPA  여성 폴로셔츠 위켄드 컬렉션 3종,의류,79000,21810000,2019-06-01 00:00:00,6833000,60
14616,2019-05-18 06:30:00,30,100374,201201,USPA  남성 아동 반팔 폴로셔츠 3종,의류,69000,5659000,2019-05-18 00:00:00,4321000,60
14970,2019-05-21 00:30:00,30,100374,201201,USPA  남성 아동 반팔 폴로셔츠 3종,의류,69000,6495000,2019-05-21 00:00:00,3656000,60
15175,2019-05-22 23:30:00,30,100374,201201,USPA  남성 아동 반팔 폴로셔츠 3종,의류,69000,4590000,2019-05-22 00:00:00,433000,60
15716,2019-05-27 21:30:00,30,100374,201201,USPA  남성 아동 반팔 폴로셔츠 3종,의류,69000,5397000,2019-05-27 00:00:00,3225000,120
15816,2019-05-29 00:30:00,30,100374,201201,USPA  남성 아동 반팔 폴로셔츠 3종,의류,69000,1577000,2019-05-29 00:00:00,452000,60
16146,2019-06-01 13:30:00,30,100374,201201,USPA  남성 아동 반팔 폴로셔츠 3종,의류,69000,8181000,2019-06-01 00:00:00,2051000,60
14617,2019-05-18 06:30:00,30,100374,201205,USPA  여성 아동 반팔 폴로셔츠 3종,의류,69000,2892000,2019-05-18 00:00:00,2624000,60
14971,2019-05-21 00:30:00,30,100374,201205,USPA  여성 아동 반팔 폴로셔츠 3종,의류,69000,3325000,2019-05-21 00:00:00,2403000,60
15176,2019-05-22 23:30:00,30,100374,201205,USPA  여성 아동 반팔 폴로셔츠 3종,의류,69000,3267000,2019-05-22 00:00:00,2563000,60
15717,2019-05-27 21:30:00,30,100374,201205,USPA  여성 아동 반팔 폴로셔츠 3종,의류,69000,4341000,2019-05-27 00:00:00,3412000,120
15817,2019-05-29 00:30:00,30,100374,201205,USPA  여성 아동 반팔 폴로셔츠 3종,의류,69000,1144000,2019-05-29 00:00:00,-206000,60
16147,2019-06-01 13:30:00,30,100374,201205,USPA  여성 아동 반팔 폴로셔츠 3종,의류,69000,2072000,2019-06-01 00:00:00,616000,60
14742,2019-05-19 08:40:00,20,100808,202390,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,69900,74555000,2019-05-19 00:00:00,16054000,60
15249,2019-05-23 19:40:00,20,100808,202390,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,69900,29010000,2019-05-23 00:00:00,8916000,60
15533,2019-05-26 08:40:00,20,100808,202390,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,69900,59932000,2019-05-26 00:00:00,15409000,60
15735,2019-05-28 00:40:00,20,100808,202390,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,69900,30064000,2019-05-28 00:00:00,14301000,60
16242,2019-06-02 09:40:00,20,100808,202390,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,의류,69900,51927000,2019-06-02 00:00:00,17748000,60
14745,2019-05-19 09:40:00,20,100416,201317,코몽트 남성 이너티셔츠 7종,의류,39900,101624000,2019-05-19 00:00:00,-15497000,60
15759,2019-05-28 10:40:00,20,100416,201317,코몽트 남성 이너티셔츠 7종,의류,39900,80003000,2019-05-28 00:00:00,22902000,60
16123,2019-06-01 08:40:00,20,100416,201317,코몽트 남성 이너티셔츠 7종,의류,39900,96380000,2019-06-01 00:00:00,16647000,60
16776,2019-06-07 01:40:00,10,100416,201317,코몽트 남성 이너티셔츠 7종,의류,39900,13494000,2019-06-07 00:00:00,-6548000,50
14833,2019-05-19 23:40:00,20,100380,201244,릴리젼 PK 남성 티셔츠세트,의류,59900,15655000,2019-05-19 00:00:00,5552000,40
14835,2019-05-20 00:00:00,20,100380,201244,릴리젼 PK 남성 티셔츠세트,의류,59900,15760000,2019-05-20 00:00:00,15760000,20
14834,2019-05-19 23:40:00,20,100380,201246,릴리젼 PK 여성 티셔츠세트,의류,59900,9011000,2019-05-19 00:00:00,3527000,40
14836,2019-05-20 00:00:00,20,100380,201246,릴리젼 PK 여성 티셔츠세트,의류,59900,8943000,2019-05-20 00:00:00,8943000,20
14962,2019-05-20 23:40:00,20,100076,200210,무)이누스바스 시공패키지,가구,3150000,33635000,2019-05-20 00:00:00,19198000,60
17185,2019-06-11 00:40:00,20,100076,200210,무)이누스바스 시공패키지,가구,3150000,19248000,2019-06-11 00:00:00,14402000,60
14963,2019-05-20 23:40:00,20,100076,200211,일)이누스바스 시공패키지,가구,2835000,21623000,2019-05-20 00:00:00,8629000,60
17186,2019-06-11 00:40:00,20,100076,200211,일)이누스바스 시공패키지,가구,2835000,12994000,2019-06-11 00:00:00,12944000,60
14985,2019-05-21 08:40:00,20,100467,201434,뉴욕맘 순면100% 목화솜행주,주방,39900,34672000,2019-05-21 00:00:00,7623000,60
15744,2019-05-28 06:40:00,20,100467,201434,뉴욕맘 순면100% 목화솜행주,주방,39900,21569000,2019-05-28 00:00:00,8702000,60
15021,2019-05-21 14:40:00,20,100815,202411,보코 썸머 풀코디 2종,의류,29000,23021000,2019-05-21 00:00:00,1484000,60
15204,2019-05-23 10:40:00,20,100815,202411,보코 썸머 풀코디 2종,의류,29000,31537000,2019-05-23 00:00:00,10051000,60
15093,2019-05-22 06:40:00,20,100211,200754,스포메틱스 그린 네츄럴 선쿠션,이미용,49900,23733000,2019-05-22 00:00:00,10088000,60
15860,2019-05-29 12:40:00,20,100211,200754,스포메틱스 그린 네츄럴 선쿠션,이미용,49900,28053000,2019-05-29 00:00:00,6780000,60
15096,2019-05-22 07:40:00,20,100817,202407,보코 메쉬 아이스 풀코디,의류,59000,45245000,2019-05-22 00:00:00,16020000,60
15542,2019-05-26 10:40:00,20,100817,202407,보코 메쉬 아이스 풀코디,의류,59000,59615000,2019-05-26 00:00:00,14283000,60
15660,2019-05-27 10:40:00,20,100817,202407,보코 메쉬 아이스 풀코디,의류,59000,48283000,2019-05-27 00:00:00,15414000,60
15830,2019-05-29 08:40:00,20,100817,202407,보코 메쉬 아이스 풀코디,의류,59000,29599000,2019-05-29 00:00:00,12686000,60
15107,2019-05-22 09:40:00,20,100769,202249,무이자 에지리 법랑 냄비세트,주방,269000,44207000,2019-05-22 00:00:00,22616000,60
15678,2019-05-27 14:40:00,20,100769,202249,무이자 에지리 법랑 냄비세트,주방,269000,31901000,2019-05-27 00:00:00,10634000,60
16473,2019-06-04 10:40:00,20,100769,202249,무이자 에지리 법랑 냄비세트,주방,269000,29825000,2019-06-04 00:00:00,18029000,60
18063,2019-06-19 09:40:00,20,100769,202249,무이자 에지리 법랑 냄비세트,주방,269000,29164000,2019-06-19 00:00:00,8586000,60
15108,2019-05-22 09:40:00,20,100769,202254,일시불 에지리 법랑 냄비세트,주방,254000,22711000,2019-05-22 00:00:00,11247000,60
15679,2019-05-27 14:40:00,20,100769,202254,일시불 에지리 법랑 냄비세트,주방,254000,14776000,2019-05-27 00:00:00,3752000,60
16474,2019-06-04 10:40:00,20,100769,202254,일시불 에지리 법랑 냄비세트,주방,254000,23946000,2019-06-04 00:00:00,17410000,60
18064,2019-06-19 09:40:00,20,100769,202254,일시불 에지리 법랑 냄비세트,주방,254000,13558000,2019-06-19 00:00:00,-1055000,60
15150,2019-05-22 19:30:00,30,100506,201566,일시불  한샘 키친바흐 IH 프라이팬,주방,109000,13532000,2019-05-22 00:00:00,4015000,60
15151,2019-05-22 19:30:00,30,100506,201561,무이자  한샘 키친바흐 IH 프라이팬,주방,119000,5105000,2019-05-22 00:00:00,2339000,60
15182,2019-05-23 01:30:00,20,100326,201028,무이자 쿠진 통구이 스핀 바비큐 그릴,주방,139000,4460000,2019-05-23 00:00:00,2945000,50
15183,2019-05-23 01:30:00,20,100326,201029,일시불 쿠진 통구이 스핀 바비큐 그릴,주방,129000,5017000,2019-05-23 00:00:00,867000,50
15195,2019-05-23 08:40:00,20,100456,201408,NNF 와이드데님팬츠 2종,의류,39900,56253000,2019-05-23 00:00:00,2498000,60
